Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
169154,2.100223945,0.465451664,-2.714266642,0.615882772,0.766249112,-1.416544021,0.262858736,-0.281889692,0.777152342,-1.155919599,-0.72076925,-1.243102961,-1.325875225,-2.293496311,1.282866784,1.057886874,1.578444932,1.691929518,-0.405273375,-0.221495186,0.031505026,0.229001725,-0.123263893,-0.969565993,0.309756795,-0.051185056,0.009745454,-0.002868905,1
169154,-1.501101553,1.983332524,-1.784022428,-0.703736918,-0.009413499,-0.466157377,-0.234710588,1.259688023,-0.235182213,-0.04765352,-0.129313804,0.681819415,-0.300637857,1.451366844,-0.189769976,0.24852444,-0.402188136,0.973227365,0.443275545,-0.101195234,0.459393467,1.197550402,0.046719777,0.294921167,-0.591936367,-0.239686978,0.212338104,0.218071405,0.89
169154,-0.314838519,1.703036139,0.395867602,4.295968621,0.471814527,0.790606847,0.159776778,0.604610504,-2.178254171,1.688519583,-0.237719557,-0.391026324,-0.381727227,0.846385039,-0.29736367,0.061334006,-0.011831162,1.05890108,1.503373702,0.175380205,0.428463116,1.331671343,-0.24831531,-0.462169269,-0.461626809,0.630100622,0.347297361,0.188804522,10.62
169155,2.061985087,-0.11475801,-1.079406272,0.4270619,-0.229701306,-1.241108697,0.121975096,-0.283331388,0.679922747,0.100473479,-0.889641934,-0.046488992,-0.855225803,0.458456981,0.139972084,-0.06482221,-0.232406539,-0.760067906,0.149122495,-0.28451974,-0.299537662,-0.772333269,0.352776923,0.021160571,-0.330436524,0.198511556,-0.076624678,-0.061905233,1.29
169155,1.793025509,-0.613530216,-0.462852617,0.254473955,-0.755884102,-0.820695246,-0.201242549,-0.205209783,1.116629026,-0.278660646,-0.592559199,0.999441074,0.980800466,-0.154852481,0.57704358,0.15059437,-0.528175165,-0.443949527,0.025270784,0.066219379,-0.162948892,-0.53707468,0.302660495,0.043292833,-0.523130217,-0.342215156,-0.010305469,-0.015764221,116.6
169156,-7.568471047,-7.608637961,-2.95433034,1.740779897,2.866694522,-2.368366694,-0.038462228,0.761777269,-0.33852134,-1.234249631,0.553490303,1.184898996,1.133123275,-0.210805875,-0.446092889,1.416565129,0.162731052,0.664668208,0.47669854,-0.231416372,-0.420598116,-0.765872144,3.507199077,0.238961461,0.432434209,0.215062378,1.313953513,-2.934698715,9.51
169157,-3.075086027,-0.567559423,-0.410428178,-0.48977332,-1.640342002,1.146962356,0.51558453,-2.232289096,0.846755225,-1.052480055,-1.281605954,0.359521584,0.250628814,0.003062122,0.342016269,0.585758915,-0.300345751,0.244151693,-0.319578392,-1.484224746,2.163871659,-0.096734581,-0.956126693,0.766921889,-0.287674737,0.122803524,1.31565781,-0.648981913,500
169157,-0.017622567,1.290668037,-1.225283682,-0.530776925,0.788100256,-1.402369479,1.157989467,-0.016661473,-0.655234498,-0.464021974,-0.714642394,0.824278192,0.935363884,0.538585067,-1.019279482,-0.6425617,-0.038791234,-0.838829957,-0.30512247,-0.12881805,0.246362048,0.883592777,-0.036831332,1.250674084,-0.314965128,0.499234539,0.151549545,0.081780974,0.76
169157,2.126108872,0.573391636,-3.701093746,0.321674804,1.653259239,-1.270294376,0.961208271,-0.364561739,0.064912786,-0.790587878,0.90687226,-0.373309388,-1.680912992,-1.036809231,-0.282945681,0.03766553,1.342955433,1.462406751,0.300427431,-0.251070361,0.170258142,0.628076189,-0.301190571,0.021081113,0.922184806,-0.210340647,-0.040924626,-0.041092225,1
169157,2.126108872,0.573391636,-3.701093746,0.321674804,1.653259239,-1.270294376,0.961208271,-0.364561739,0.064912786,-0.790587878,0.90687226,-0.373309388,-1.680912992,-1.036809231,-0.282945681,0.03766553,1.342955433,1.462406751,0.300427431,-0.251070361,0.170258142,0.628076189,-0.301190571,0.021081113,0.922184806,-0.210340647,-0.040924626,-0.041092225,1
169157,2.126108872,0.573391636,-3.701093746,0.321674804,1.653259239,-1.270294376,0.961208271,-0.364561739,0.064912786,-0.790587878,0.90687226,-0.373309388,-1.680912992,-1.036809231,-0.282945681,0.03766553,1.342955433,1.462406751,0.300427431,-0.251070361,0.170258142,0.628076189,-0.301190571,0.021081113,0.922184806,-0.210340647,-0.040924626,-0.041092225,1
169157,2.126108872,0.573391636,-3.701093746,0.321674804,1.653259239,-1.270294376,0.961208271,-0.364561739,0.064912786,-0.790587878,0.90687226,-0.373309388,-1.680912992,-1.036809231,-0.282945681,0.03766553,1.342955433,1.462406751,0.300427431,-0.251070361,0.170258142,0.628076189,-0.301190571,0.021081113,0.922184806,-0.210340647,-0.040924626,-0.041092225,1
169158,2.08045524,-0.589153581,-2.549570949,-0.566239742,0.427764572,-0.994790746,0.536371571,-0.478268554,-1.488707047,1.154490133,0.802671302,0.63033296,0.269214416,0.832087829,-1.026484475,-2.140776066,-0.030529531,1.004267758,-0.471985283,-0.449005881,-0.005487943,0.424369664,-0.121372482,0.789761555,0.459378443,0.961046818,-0.138190988,-0.082773238,77.49
169158,2.009931931,0.079852824,-1.837669684,0.360172,0.315799051,-1.023997915,0.153158963,-0.207331634,0.418497517,-0.295939485,0.988535055,0.413049344,-0.47066782,-0.460360931,0.270765448,0.51459805,0.055271273,1.156169328,-0.024006806,-0.18524887,0.229551396,0.751704507,-0.079233895,-0.411072995,0.24584081,-0.101093816,-0.012081441,-0.043080482,17.24
169160,-3.909529651,1.074214747,-1.353613043,0.074517589,-1.892721006,0.56185946,-2.357994204,2.70964511,0.6133047,-2.166247363,-2.45722595,1.404804623,1.918829178,-1.044790331,-0.843671746,1.667890466,1.22026179,1.085998123,-0.127283417,-0.962614691,0.188467796,0.464458368,0.156824036,0.060579037,0.043550527,0.567289647,-0.708190549,-0.787588867,20.75
169160,-0.33373357,2.096692129,-3.859290986,-0.102838126,1.437209339,-1.301052336,0.982933267,0.559959343,-0.520102883,-0.956434536,0.360676674,-0.351289201,-1.597527627,-0.490001323,-0.558413296,-0.094500663,1.767920064,1.801466565,0.800534424,-0.135623365,0.427434253,1.344199567,-0.065340774,0.019981808,-0.937191688,-0.40788293,0.473216119,0.374231345,15
169161,2.047772576,-0.10594094,-1.158347235,0.477583428,-0.148819896,-1.171148214,0.176304853,-0.278442061,0.950424388,-0.095912328,-1.036142242,0.090572105,-0.903534288,0.461169964,0.032629345,-0.408805671,-0.188591411,-0.56731468,0.270452948,-0.311566518,-0.256626046,-0.580764504,0.265489851,-0.072637116,-0.076736178,-0.535023712,-0.01566081,-0.053601662,3.88
169161,1.452437609,-0.938217669,-2.003566226,0.728020742,-0.317392277,-1.145533407,0.408560048,-0.256142911,1.205658052,-0.996644814,-0.692880886,-0.463209231,-1.515434908,-1.240715066,0.127566238,0.090146658,1.314497548,0.241626383,-0.026765614,0.315180218,-0.092988646,-0.721800953,-0.057138215,-0.235568317,-0.22484793,-0.10739005,-0.066081501,0.02833791,300.86
169163,1.939741573,-0.444915238,-0.348042759,0.309137526,-0.500100553,0.110601691,-0.738570823,0.16034913,1.15292339,-0.012235542,0.771818851,1.291242924,0.321057073,-0.068987008,-0.215190214,0.273439871,-0.775310775,0.681979377,0.052412939,-0.163440448,0.245396784,0.903373203,0.143613434,0.795769781,-0.103709767,-0.269973784,0.034807026,-0.03842389,9.99
169164,1.989622071,0.136906044,-1.704928422,0.399627917,0.426386798,-0.702422286,0.141405422,-0.093861657,0.458102857,-0.436724616,1.290033437,0.857484387,-0.349073635,-0.661141513,-0.337312927,0.273755364,0.398343895,0.425380367,0.284313209,-0.176375339,-0.273983082,-0.717520955,0.298846938,0.617896724,-0.140383021,-0.639003439,-0.006953726,-0.024393535,9.99
169164,-2.741704445,2.684574644,-3.344526789,-1.314194031,1.879516603,4.264858237,-3.05258564,-3.034507817,-0.86083326,-2.548656323,-0.658744469,0.646669101,-0.816746735,0.059510275,-0.695526125,0.654590485,1.831502285,0.405565286,-0.706472676,0.980175715,-2.310729918,1.069562703,0.388022196,0.582540763,-0.252063062,0.537664094,-0.457686517,0.132882581,1
169164,-0.722411705,0.289840305,0.333538294,-1.058898659,1.969468628,1.360465094,0.672758622,0.471922442,-0.644288752,-0.787474042,0.993737007,0.987184097,0.143846359,0.356762512,-0.478310062,-0.896628745,0.180422144,-1.528150908,-0.604405066,-0.020457231,-0.02238126,-0.076872909,0.035048002,-0.709366404,-0.347715519,0.32039242,0.082827102,0.120465845,31.19
169165,-0.762072338,1.114506878,-0.155486267,-0.760653758,0.642861333,-0.536553004,0.6897117,0.199053885,-0.344252141,-0.690733298,-1.387089226,0.144923274,0.244251482,0.386293268,-0.368145412,0.053601115,-0.361834723,-0.550948909,0.206858393,-0.237724816,-0.124648247,-0.563867509,0.096223781,0.477372801,-0.655081035,0.072292132,-0.288834867,0.137127548,9.99
169165,1.769129362,-0.775384595,-0.780599082,0.274908694,-0.455202779,-0.32142348,-0.212746688,-0.141085475,0.965879744,-0.085796247,-1.332014581,0.496229762,0.895482487,-0.190352329,0.518709305,0.61921361,-0.800609534,-0.307630629,0.195256878,0.176712545,-0.214437467,-0.818190655,0.210393969,-0.70294172,-0.581184064,0.259095341,-0.064484887,-0.023745772,157.68
169165,-0.623124277,0.657387681,-2.842751294,-1.438677627,-1.794530232,0.283924054,0.657264278,0.831375283,-1.672668427,0.167599784,-0.35530055,-0.707800973,-0.964912298,1.357844013,-0.852503136,1.182439193,0.469772139,-0.370042483,1.710956524,-0.542442129,0.594881493,1.466097039,0.324727845,0.235021464,-1.702036993,-0.27162473,-0.087851756,0.018693829,323.2
169166,-0.036718991,1.132516723,-1.077503176,-0.610965344,0.37427943,0.91930676,-1.846252523,-5.243683768,-0.6213178,-1.322136928,-0.206491079,1.17130309,-0.307631647,1.219860305,-0.999485454,0.82108952,-0.757941218,-0.056836249,0.007578344,1.121211669,-2.834550545,-0.112139739,0.264158596,-1.18999966,0.445886536,0.255221887,-0.080731251,0.154714528,1.98
169166,2.046608274,-0.028715711,-1.05833305,0.406361973,-0.063983121,-1.113837761,0.214730145,-0.343319651,0.451104709,0.045899938,-0.590967633,0.769425021,0.644967206,0.165679483,0.023769366,-0.190692047,-0.264959187,-1.029466106,0.069089774,-0.185604868,-0.274393193,-0.629603188,0.336617954,0.002966273,-0.295060473,0.19870362,-0.064450108,-0.058588138,5.55
169167,0.140588509,1.077656434,-0.404717342,-0.551465759,0.975249869,-0.800003475,1.042308399,-0.15367742,-0.161206804,-0.860459719,-0.584997265,0.270704804,0.75972539,-1.167053088,-0.3192371,0.304666359,0.314160439,-0.297823861,-0.225818803,0.078213255,-0.331827273,-0.778372209,0.094879555,0.578918712,-0.390396913,0.111046974,0.22552702,0.086086155,7.97
169167,-0.116508368,1.133118668,-0.606714534,-0.773723314,1.075004658,-0.378067498,0.84975087,0.06206373,-0.099648374,-0.355722016,0.783362668,0.503324996,0.000783348,-0.913553564,-0.905512701,0.589239652,0.002070086,0.35126858,0.137857425,0.163036303,-0.340334873,-0.795019987,0.053717201,0.245088314,-0.361901502,0.117065034,0.32925373,0.129789835,5.16
169168,1.883751769,-0.340799134,-0.459171064,1.403402678,-0.294535657,0.235133253,-0.429561015,0.23262885,1.142200321,0.184490982,-0.138301901,0.612286228,-1.542003778,0.175630415,-1.694970628,-0.109351073,-0.311702657,-0.184775379,0.584372735,-0.334202744,-0.500112255,-1.260249408,0.387363737,-0.586213993,-0.360289992,-1.091861221,0.04251056,-0.045454237,20.99
169169,-2.523417828,-2.699157442,-1.707247408,-0.431923763,3.533801312,-1.700026803,-0.749919066,0.152692424,0.292079277,-0.152173647,-0.310878391,0.813813655,0.440499126,0.709726196,-0.641083536,0.58414696,-1.451848895,0.786229314,-0.436080602,-0.255003805,0.485633608,1.154789408,-0.90607033,-0.211991018,-1.679751295,-0.604013209,0.3466155,-0.622096341,3.99
169170,0.196252656,0.402871778,0.925530541,-0.602472454,0.144912851,0.066033819,0.182214503,0.056268796,0.408248171,-0.694684097,-1.151223407,0.644609566,1.451009466,-0.688096801,-0.18517376,0.382830883,-0.780394398,0.057158976,-0.414520548,-0.033199499,0.225405702,0.826916179,-0.071279449,0.66168404,-0.404068388,0.467598905,0.024183281,0.013019512,11.5
169171,0.054996542,0.884174575,0.234870351,-0.622659786,0.493971507,-1.027068845,1.041248908,-0.216564494,-0.081507851,-0.422065562,-1.006852601,0.249307085,0.339673929,0.043053977,-0.425863873,-0.063864148,-0.479839599,-0.736823296,-0.030952225,-0.011089942,-0.265890258,-0.573503797,0.051950651,-0.109218043,-0.458632774,0.146349314,0.248391229,0.096624092,5.38
169171,-0.738072611,0.230217207,1.086134142,-0.3535055,0.543093189,0.005249624,0.378512501,0.054691717,0.349966227,-0.69037673,-1.677037794,0.156556978,1.266377471,-0.283402217,1.19854482,0.038358158,-0.829654349,0.893030991,0.820643278,0.490123466,0.262032739,0.82212207,-0.210853594,-0.975467636,0.270416378,-0.337700933,0.40307962,0.216043908,80
169171,-1.037379208,1.227481729,0.049878263,-0.623277681,1.735002621,-1.789439875,1.19907104,-0.234000992,-0.569075794,-2.34457296,0.059505217,-0.558449914,-0.044645824,-2.683354867,0.523012051,0.861741183,1.614264436,1.266695315,-1.311010642,0.04138996,0.138209991,0.323915099,-0.637154275,-0.226522312,1.134174114,-0.059446885,0.018747009,0.111987863,1
169172,-1.759996195,1.116853635,-0.765137365,-1.302034841,-0.425644663,-1.267149922,0.061556734,1.010484618,0.132111689,-1.727672622,-1.756422632,0.663826033,-0.334980954,0.891494899,-1.502775399,0.230702681,-0.109737447,-0.588509363,-1.072319276,-0.700207223,0.134325074,-0.022242061,0.016177994,-0.009384284,-0.625123196,-0.442072159,-0.451149618,-0.048239224,28.79
169173,1.90650391,-0.640594801,-0.365825738,0.300994106,-0.635567861,0.192014174,-0.862615315,0.253456603,1.125595289,0.178955227,0.618468605,0.553023546,-0.834812923,0.113321837,-0.162324897,0.518577409,-0.637340213,0.541868468,-0.048516054,-0.177562802,0.216082907,0.691600128,0.192247526,0.737846688,-0.349187109,0.519319582,-0.034204379,-0.048719228,28.75
169174,-1.525129021,-0.48121589,-0.502442169,-4.022657731,1.770233184,3.429138621,-0.954343132,1.319456771,-2.348823589,0.650739332,-0.550009377,-1.05940542,0.131517261,-0.142623907,-0.379138566,-0.420541451,0.365124809,-0.168304818,-0.786847329,-0.443476098,-0.206243478,-0.2424885,-0.004701544,0.675484409,0.893524739,-0.088809353,-0.045239561,0.007929035,10
169175,0.168885462,0.546494046,0.773926449,0.380198026,0.747439508,0.943737978,0.323607084,-0.106733761,0.266637747,0.05756452,-0.045632812,1.00226362,1.290109735,-0.257900744,0.673327244,-1.117450797,-0.133797959,0.671786467,3.886775303,0.33626667,-0.320649898,-0.433906269,-0.016407528,-1.448041679,-0.891531023,-0.680167301,0.027715681,-0.021726374,1
169175,-1.022574077,1.266058737,-0.541212309,-0.679588713,0.583675758,-0.522587102,0.637418715,0.460095435,-0.336706226,-0.803260001,0.77930418,-0.060848903,-1.470126197,-0.328932764,-0.757637181,0.562876161,0.549579677,0.438399847,0.076980521,-0.209375344,-0.19893698,-0.690363255,0.197248587,0.562502407,-0.654510995,0.071341489,-0.016398332,0.184850283,28.17
169175,-0.097384619,0.774136597,0.075416126,-0.808008934,0.545326396,-0.494924081,0.822406752,0.017397544,-0.032103358,-0.109330622,0.271025934,0.079098407,-1.195857638,0.491509229,-0.888715873,0.206228069,-0.687448089,-0.073374328,0.294286179,-0.113199844,-0.225786405,-0.607265456,0.032436484,-0.505789662,-0.534048347,0.141743596,0.105210097,0.075810631,8.99
169176,-0.586789478,0.754745152,0.015115025,-0.902876856,1.950667945,-0.162545727,0.857784279,0.031590147,-0.795778883,-1.077962039,0.428736886,0.708990852,0.949568319,-0.956200293,-0.940634453,0.641598215,-0.160494866,0.478017492,0.51505978,0.136082445,-0.252201063,-0.819893166,-0.166727028,-0.215525329,-0.055727084,0.189035089,0.044952235,0.144552038,1.98
169177,-1.16281437,1.413548846,-2.539461498,2.205024,3.446861931,4.340611499,-0.374712311,-1.441810691,-2.627626905,0.323406972,-0.972467566,-0.246616957,-0.599400532,1.497375715,-1.219426875,0.284042117,-0.279813332,-0.534001204,-1.353096669,0.340369353,-0.939171546,1.139285679,0.073986819,0.710522793,-0.798321743,0.038387865,0.204214658,0.066001184,93.76
169178,2.306177569,-1.16828146,-1.407961575,-1.548957357,-1.059373566,-1.531025855,-0.541743038,-0.455274181,-1.652648872,1.681962791,-0.845382533,-1.169444542,-0.20611315,0.139516381,0.153705148,-0.625164211,0.501340612,-0.353798643,-0.099319375,-0.452114879,-0.307441311,-0.536580683,0.289817494,-0.01502241,-0.206210831,-0.315337853,-0.029697903,-0.055402299,32
169179,1.890076911,-0.919883795,-2.617595871,-0.269100131,0.047262432,-1.677831545,0.883784908,-0.776191271,-1.236375133,0.939439896,-1.061121984,-0.023237552,0.512215982,0.638489291,-0.402641758,-2.244737889,0.121914277,0.628962392,-0.67741124,-0.213671835,0.009340386,0.256678562,-0.285821551,-0.014089526,0.466613145,1.004457929,-0.155868339,-0.058572605,203.87
169179,-0.182151501,0.911644288,-1.201021181,0.064010143,0.192673396,-1.288742794,0.834338241,0.029635221,-0.140717057,-1.112930443,-0.508619704,0.055812456,0.319423516,-0.72153108,0.708982929,0.195965117,0.683769283,0.643268409,-0.32312417,-0.279075257,0.323367243,1.00115655,0.175677968,-0.086757403,-0.222160644,-0.1496483,-0.133180612,-0.091384673,79.9
169180,-4.814707828,4.736862065,-4.817819288,-1.103622011,-2.256584635,-2.425710423,-1.657050456,3.493292741,-0.207819005,0.013773148,-2.260313448,0.74439931,-0.973799621,3.250789003,-0.282598878,0.313407861,1.121536909,-0.022530684,-0.41666457,-0.117993805,0.375360633,0.554691377,0.349763785,0.026126578,0.275542209,0.148177604,0.102320228,0.185413798,8.32
169180,-2.05686194,2.417930727,-2.248706462,-0.721156349,-0.368596776,-0.53718443,-0.606017706,1.698600008,-0.213067342,0.037577707,-0.254531995,0.851832714,-0.239398327,1.696751151,-0.214731007,0.348672943,-0.242394635,0.994867394,0.408295506,-0.083322839,0.47174129,1.165029952,0.112327006,0.2899584,-0.516495608,-0.232624739,0.192498613,0.215894313,0.89
169180,2.071690779,-0.1422397,-1.477108475,0.066795027,0.423584845,-0.295843046,0.090709698,-0.139658924,0.312095801,0.231448825,0.08906558,0.926180699,0.413534714,0.362651303,-0.612454395,0.378004037,-0.923666489,-0.070664678,0.81494956,-0.143269176,-0.295506484,-0.758981746,0.189706618,-1.029563904,-0.187583757,0.239761749,-0.076154893,-0.078134143,11.99
169180,1.964636124,-1.243453591,-2.251704257,-3.060754877,1.432752119,3.156832238,-1.137797644,0.870643388,2.419429054,-1.274168023,0.240845033,0.925181872,0.01591853,0.273060316,2.227361027,-0.688467058,-0.465533509,0.373647758,0.572913263,-0.014977512,0.269141447,0.845660445,0.072421241,0.738727693,0.056006421,-0.728868867,0.088073559,-0.034234555,56.6
169181,-1.321539097,1.062755859,0.918620582,-1.438045469,0.46966396,0.768475192,0.785007265,0.319080688,0.300534634,-0.949957676,-0.369072215,1.142158691,1.024580996,-0.224856931,-0.786982806,0.08854885,-0.947688802,0.35612431,1.159474187,0.019675398,-0.453872917,-1.018272665,-0.311432394,-1.481928878,0.696184825,-0.908231357,-0.179476835,-0.208216065,64.61
169181,-1.183791038,0.599320593,0.780505297,-1.314502265,-1.314181768,-0.53515248,-0.782456346,0.820039162,-0.911818828,-0.181437422,-1.589128813,0.360205355,1.163552531,-0.091574011,-0.381951505,-1.022380488,-0.016020962,1.498118713,-1.196547164,-0.567271341,-0.001582913,0.454693522,-0.08415571,0.09765856,-0.418192483,0.694086841,0.035080476,0.070890986,20
169182,1.713517079,-0.720607501,-0.492671413,0.576223925,-0.821142279,-0.770093684,-0.196485865,-0.143180866,1.221408684,-0.218249938,-0.803778507,0.45540923,-0.059054204,0.080617186,0.666511683,0.183306912,-0.509868835,-0.230716687,-0.085372849,0.049425032,-0.14156324,-0.597332106,0.270560513,-0.002322833,-0.497073526,-0.680405889,0.00249428,-0.007004911,149.5
169183,1.993655914,0.124009585,-1.549448377,1.300218011,0.347976475,-0.903320323,0.455069981,-0.210636805,0.111435033,0.464175181,0.605472103,0.428546265,-1.514552721,0.962727723,-1.100019758,-0.514633585,-0.281200223,-0.05313176,0.044279365,-0.382663057,0.089356113,0.412067733,0.016659204,-0.008405963,0.380561292,-0.507495863,-0.024449547,-0.075138292,1
169184,-0.241756333,-0.693495345,-0.032547173,-2.526426994,-0.709227393,-0.67575083,-0.737968012,0.37830132,-2.222869282,0.873362847,-0.048899378,-0.306683734,0.391462303,-0.001237095,-1.505052974,-0.164392402,0.133672587,0.683687484,0.018484927,-0.3946032,0.092388231,0.460367274,0.197287559,-0.360602242,-1.308885494,-0.426636024,0.165862603,0.143535353,27.85
169184,1.918181255,-0.12228564,-1.698698172,1.042270015,0.661217654,-0.139090645,0.299752386,-0.212696773,0.266912906,0.269644457,-1.411899865,0.048341375,0.479669387,0.383160545,0.687113493,0.188308513,-0.895185332,0.215796664,-0.441560839,-0.028039264,0.276773411,0.729410134,-0.136769452,-0.008022436,0.387982697,-0.41386435,-0.011053788,-0.036163593,89.4
169186,-3.257388837,1.577727618,-4.14674545,-0.82790367,-0.137234619,3.900626144,-2.217585124,3.686648984,-0.106378577,-1.596765834,-1.899555963,1.312937536,-0.002379142,1.702814818,-1.594319042,0.171842192,0.992409755,-0.151086686,-0.21208615,-1.313649237,0.619412436,1.178970513,0.241332969,0.82482265,-0.368526622,0.471081469,-1.319651655,-0.643810201,92
169187,-0.798176196,1.015582912,0.678150715,0.656569531,1.566442889,1.54637192,0.579829615,0.294691457,-0.31091134,-0.212113719,1.279579319,0.198363775,-0.272886835,-1.180935416,0.881181887,-0.597542899,1.054461869,-0.056398649,-0.09002672,0.098820618,-0.088596635,0.17762825,-0.335340463,-1.763758399,0.611254353,-0.307939147,-0.11378363,-0.19941777,11.97
169188,-3.460683133,0.104371781,-0.313733496,-0.319183883,-1.20314939,0.043924379,-0.940979355,-1.7679787,1.364184231,0.387326814,-0.146112934,-0.757974539,-3.386508261,0.735510567,-0.388784466,0.896184121,-0.323180987,1.043667669,0.00121799,-2.154381055,2.251441983,0.349069424,1.07254795,0.044233844,-0.725385674,0.487532532,-0.11936922,-0.051285635,109.99
169189,2.068752377,-0.031542953,-1.315808565,0.376268465,-0.077587648,-1.383338227,0.236791865,-0.386999246,0.651695687,0.025173385,-0.749657728,0.104882491,-0.304054113,0.562055207,0.780561663,-0.201691589,-0.478539706,-0.022267901,-0.233332132,-0.265135975,0.242792816,0.846136428,0.003434711,0.073691332,0.253764375,-0.110198349,-0.022414418,-0.058947491,3.83
169190,-0.175341793,-0.377426642,0.744892405,-0.212101912,-2.418627753,2.289119877,2.666949643,-0.947794587,0.106544893,0.878429884,-0.309763936,0.194202785,0.241317063,-1.57484249,-2.474661693,-1.747959867,-0.728432683,1.974120171,-0.700138245,-0.877351647,-0.316894749,0.961597976,-0.422291789,-0.349850292,-0.133403549,-0.460547665,-0.326326206,-0.821631513,532
